City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
332,Mocuba,MZ,-16.8392,36.9856,85.15,40,24,3.83,few clouds
333,Marsa Matruh,EG,31.3525,27.2453,65.71,47,0,8.32,clear sky
334,Ulaangom,MN,49.9811,92.0667,-8.27,86,77,2.1,broken clouds
335,Rocha,UY,-34.4833,-54.3333,69.94,87,100,9.24,overcast clouds
336,Marovoay,MG,-16.1,46.6333,93.11,45,6,3.85,clear sky
337,Goure,NE,13.9835,10.2704,71.94,23,16,11.3,few clouds
338,Siocon,PH,7.7061,122.1353,83.07,80,100,4.7,overcast clouds
339,Balaipungut,ID,1.05,101.2833,83.97,81,100,4.56,light rain
340,Lufilufi,WS,-13.8745,-171.5986,76.78,71,12,3.42,light rain
341,Narasannapeta,IN,18.4167,84.05,83.97,56,28,10.13,scattered clouds
342,Edd,ER,13.9297,41.6925,88.21,40,0,13.58,clear sky
343,Sterlibashevo,RU,53.4376,55.2578,11.8,93,100,3.67,overcast clouds
344,Buchanan,LR,5.8808,-10.0467,77.76,84,97,1.48,moderate rain
345,Cherskiy,RU,68.75,161.3,22.21,95,100,10.74,light snow
346,Cazones,MX,20.7167,-97.3167,70.92,94,71,16.53,moderate rain
347,Clyde River,CA,70.4692,-68.5914,-23.57,62,0,2.3,clear sky
348,Chunskiy,RU,56.0815,99.6342,-0.45,89,100,10.67,overcast clouds
349,Ribeira Grande,PT,38.5167,-28.7,63.0,72,75,9.22,broken clouds
350,Washougal,US,45.5826,-122.3534,41.67,92,100,7.0,overcast clouds
351,Lodja,CD,-3.4833,23.4333,77.25,76,100,2.98,overcast clouds
352,Lima,PE,-12.0432,-77.0282,64.65,82,20,10.36,few clouds
353,Columbus,US,39.9612,-82.9988,26.71,72,20,10.36,few clouds
354,Hobyo,SO,5.3505,48.5268,83.97,67,55,16.49,light rain
355,Vestmanna,FO,62.1564,-7.1664,49.12,93,100,14.97,drizzle
356,Luderitz,NA,-26.6481,15.1594,73.06,55,1,14.85,clear sky
357,Gamba,GA,-2.65,10.0,78.73,81,100,2.95,overcast clouds
358,Denpasar,ID,-8.65,115.2167,85.71,70,20,10.36,few clouds
359,Paita,PE,-5.0892,-81.1144,65.73,87,90,8.19,overcast clouds
360,Kushmurun,KZ,52.4503,64.6311,11.71,82,100,11.79,overcast clouds
361,Chimoio,MZ,-19.1164,33.4833,77.95,35,0,6.98,clear sky
362,Gidole,ET,5.65,37.3667,70.61,28,91,6.15,overcast clouds
363,Aklavik,CA,68.2191,-135.0107,2.12,98,100,2.26,overcast clouds
364,Upernavik,GL,72.7868,-56.1549,6.78,90,100,21.16,light snow
365,Amposta,ES,40.7131,0.581,52.23,73,51,7.43,broken clouds
366,Alofi,NU,-19.0595,-169.9187,75.09,94,82,0.0,broken clouds
367,Naifaru,MV,5.4444,73.3657,80.94,72,18,4.99,few clouds
368,Zhigansk,RU,66.7697,123.3711,-15.59,98,100,5.41,overcast clouds
369,Ada,US,43.4166,-116.1262,39.47,70,100,11.99,overcast clouds
370,Duluth,US,46.7833,-92.1066,9.28,81,0,9.22,clear sky
371,Sorland,NO,67.667,12.6934,40.86,71,38,8.88,scattered clouds
372,Altamont,US,42.2068,-121.7372,35.78,94,100,14.97,snow
373,Lae,PG,-6.7221,146.9847,82.44,82,100,6.93,overcast clouds
374,San Juan,AR,-31.5375,-68.5364,66.07,60,100,18.3,overcast clouds
375,Umm Lajj,SA,25.0213,37.2685,78.31,41,0,8.88,clear sky
376,Muzhi,RU,65.3667,64.6667,-9.89,99,7,2.95,clear sky
377,Trojes,AL,41.756,19.962,48.56,86,100,9.1,overcast clouds
378,Tigre,AR,-34.426,-58.5796,67.24,94,75,10.36,broken clouds
379,Pelym,RU,61.0108,61.9978,5.43,94,94,2.66,overcast clouds
380,Yarmouth,US,41.7057,-70.2286,43.97,67,75,28.01,broken clouds
381,Hami,CN,42.8,93.45,21.29,13,89,6.64,overcast clouds
382,Katherine,AU,-14.4667,132.2667,91.72,27,83,5.75,broken clouds
383,Deputatskiy,RU,69.3,139.9,-14.51,99,100,3.91,light snow
384,Santa Isabel,BR,-23.3156,-46.2214,65.5,96,78,2.46,light rain
385,Llangefni,GB,53.2556,-4.3106,49.73,87,75,8.05,broken clouds
386,Bandipur,NP,27.9333,84.4167,69.35,42,0,4.03,clear sky
387,Toora-Khem,RU,52.4675,96.11,-5.01,75,29,0.29,scattered clouds
388,Deniliquin,AU,-35.5333,144.9667,77.04,39,17,12.24,few clouds
389,San Luis,AR,-33.295,-66.3356,62.82,76,100,14.09,overcast clouds
390,Barra,BR,-11.0894,-43.1417,70.34,91,98,1.25,overcast clouds
391,Belmonte,BR,-15.8631,-38.8828,74.07,93,98,8.46,overcast clouds
392,Raga,SS,8.4596,25.678,88.48,37,100,3.04,overcast clouds
393,Bagn,NO,60.8225,9.5521,16.66,99,94,3.04,overcast clouds
394,Port Blair,IN,11.6667,92.75,86.04,74,40,5.75,scattered clouds
395,Svetlyy,RU,54.675,20.1347,33.85,91,100,7.25,overcast clouds
396,Calbuco,CL,-41.768,-73.1273,48.52,79,0,9.84,clear sky
397,Rundu,NA,-17.9333,19.7667,88.32,24,0,10.22,clear sky
398,Itambe,BR,-15.245,-40.6244,67.84,97,100,1.54,overcast clouds
399,Ketchikan,US,55.3422,-131.6461,19.87,63,0,5.75,clear sky
400,Lata,PT,40.1629,-8.3327,49.08,94,4,3.33,clear sky
401,Balakhninskiy,RU,58.0106,114.2769,-6.97,95,100,4.79,overcast clouds
402,Bereda,ES,43.2686,-7.5406,39.58,100,28,4.83,scattered clouds
403,Ilebo,CD,-4.3167,20.5833,81.25,66,98,1.61,overcast clouds
404,Bastia,FR,42.6667,9.3333,52.3,69,75,5.75,broken clouds
405,Buala,SB,-8.145,159.5921,80.1,83,96,7.87,moderate rain
406,Penzance,GB,50.1186,-5.5371,49.77,81,40,8.05,scattered clouds
407,Fagernes,NO,60.9858,9.2324,14.23,98,81,1.72,broken clouds
408,Olinda,BR,-8.0089,-34.8553,74.93,83,75,1.14,broken clouds
409,Veshkayma,RU,54.05,47.1333,17.56,78,5,3.6,clear sky
410,Baleshwar,IN,21.4942,86.9317,86.09,32,0,6.64,clear sky
411,Jaque,PA,7.5175,-78.1703,75.18,87,17,3.58,light rain
412,Yamethin,MM,20.4333,96.15,88.72,47,15,5.79,few clouds
413,Ancud,CL,-41.8697,-73.8203,42.4,81,0,3.0,clear sky
414,Kaka,TM,37.3482,59.6143,48.65,56,100,6.44,overcast clouds
415,Manama,BH,26.2154,50.5832,82.58,73,0,6.91,clear sky
416,Dawei,MM,14.0833,98.2,85.15,74,95,5.01,overcast clouds
417,Gornopravdinsk,RU,60.05,69.9,-0.29,81,19,1.3,few clouds
418,Port Macquarie,AU,-31.4333,152.9167,61.9,71,99,9.73,overcast clouds
419,Salinopolis,BR,-0.6136,-47.3561,78.89,83,61,8.84,broken clouds
420,Haines City,US,28.1142,-81.6179,64.99,92,75,8.05,broken clouds
421,Mountain Home,US,43.133,-115.6912,34.0,78,100,10.45,overcast clouds
422,Verkhnetulomskiy,RU,68.6073,31.7962,24.93,98,99,0.65,overcast clouds
423,Otradnoye,RU,59.7775,30.8181,23.09,83,100,3.49,overcast clouds
424,Chute-Aux-Outardes,CA,49.1168,-68.399,35.58,100,100,14.97,moderate rain
425,Zhangye,CN,38.9342,100.4517,28.47,31,99,5.91,overcast clouds
426,Neiafu,TO,-18.65,-173.9833,80.42,76,77,5.57,broken clouds
427,Oudtshoorn,ZA,-33.5907,22.2014,66.56,40,5,7.07,clear sky
428,Parana,AR,-31.732,-60.5238,70.56,88,100,11.16,overcast clouds
429,Sistranda,NO,63.7256,8.834,35.56,85,96,6.85,overcast clouds
430,Nicolas Bravo,MX,18.45,-88.9167,69.73,99,30,2.13,scattered clouds
431,Lorengau,PG,-2.0226,147.2712,82.29,75,53,6.87,broken clouds
432,Den Helder,NL,52.9599,4.7593,42.98,89,100,2.3,mist
433,Bowen,AU,-20.0167,148.2333,77.68,74,95,10.2,overcast clouds
434,Ocos,GT,14.5094,-92.1933,75.38,88,100,6.42,light rain
435,Parainen,FI,60.3067,22.301,34.14,93,100,8.32,overcast clouds
436,Mali,GN,12.079,-12.2982,63.5,46,41,1.57,scattered clouds
437,Vanavara,RU,60.34,102.2797,-12.82,92,74,6.46,broken clouds
438,Uruzgan,AF,32.8333,66.0,56.91,21,100,3.09,overcast clouds
439,Nevers,FR,46.9167,3.3333,41.58,87,100,5.75,overcast clouds
440,Krasnogorskoye,RU,52.2953,86.1979,3.7,89,6,2.68,clear sky
441,Ratnagiri,IN,16.9833,73.3,87.31,33,0,5.1,clear sky
442,Broome,US,42.2506,-75.833,32.85,78,100,13.8,mist
443,Mwense,ZM,-10.3845,28.698,68.94,91,97,4.9,moderate rain
444,Lang Suan,TH,9.9456,99.0785,84.83,65,95,6.46,overcast clouds
445,Mareeba,AU,-17.0,145.4333,79.45,62,100,2.64,overcast clouds
446,Lubango,AO,-14.9172,13.4925,75.04,50,55,4.94,broken clouds
447,Bougouni,ML,11.417,-7.479,76.05,30,40,1.52,scattered clouds
448,Bitung,ID,1.4451,125.1824,83.25,84,100,6.26,overcast clouds
449,Mitsamiouli,KM,-11.3847,43.2844,80.98,65,3,4.29,clear sky
450,Nuuk,GL,64.1835,-51.7216,19.96,81,94,16.4,overcast clouds
451,Innisfail,AU,-17.5333,146.0333,78.19,76,99,2.3,overcast clouds
452,Shingu,JP,33.7333,135.9833,50.11,64,49,5.23,scattered clouds
453,Nizwa,OM,22.9333,57.5333,83.89,25,44,4.92,scattered clouds
454,Nalut,LY,30.3333,10.85,52.29,44,82,3.04,broken clouds
455,Matagami,CA,49.7502,-77.6328,23.11,93,100,10.36,light snow
456,Richards Bay,ZA,-28.783,32.0377,82.78,44,51,12.1,broken clouds
457,Kalinagar,IN,28.6167,80.1,76.17,41,0,6.33,clear sky
458,Mpulungu,ZM,-8.7623,31.1141,70.66,85,100,4.81,light rain
459,Cairns,AU,-16.9167,145.7667,84.07,74,100,12.66,overcast clouds
460,Alto Araguaia,BR,-17.3147,-53.2153,68.76,86,100,3.96,overcast clouds
461,Adrar,MR,20.5022,-10.0711,63.57,17,12,10.02,few clouds
462,Weligama,LK,5.9667,80.4167,84.0,65,92,6.73,overcast clouds
463,Santa Cruz,BO,-17.8,-63.1667,71.06,83,75,3.44,broken clouds
464,Sturgeon Bay,US,44.8342,-87.377,18.0,66,7,18.95,clear sky
465,Mulhouse,FR,47.6667,7.4167,42.4,87,100,8.05,overcast clouds
466,Talaya,RU,61.3833,152.75,-23.93,100,97,3.09,overcast clouds
467,Saint-Pierre,RE,-21.3393,55.4781,82.08,54,0,5.75,clear sky
468,Ust-Nera,RU,64.5667,143.2,-21.37,99,100,5.08,overcast clouds
469,Faanui,PF,-16.4833,-151.75,80.33,78,21,17.43,few clouds
470,Pangody,RU,65.85,74.4859,-10.05,97,36,6.49,scattered clouds
471,Letnik,RU,46.011,41.2657,37.58,59,25,23.11,scattered clouds
472,Paragominas,BR,-2.9667,-47.4833,71.22,98,38,2.3,scattered clouds
473,Jussara,BR,-23.6214,-52.4694,69.76,95,4,3.2,clear sky
474,Arman,RU,59.7,150.1667,12.33,85,100,1.57,snow
475,Chicama,PE,-7.8447,-79.1469,63.14,83,98,5.93,overcast clouds
476,Ishigaki,JP,24.3448,124.1572,69.93,94,75,23.02,broken clouds
477,Roebourne,AU,-20.7833,117.1333,93.43,34,7,20.13,clear sky
478,Aksarka,RU,66.5606,67.7975,-8.32,97,32,7.14,scattered clouds
479,Etchoropo,MX,26.7667,-109.6667,63.82,63,0,6.06,clear sky
480,Paka,MY,4.6374,103.4368,80.38,74,82,11.01,broken clouds
481,Huarmey,PE,-10.0681,-78.1522,66.02,88,65,6.49,broken clouds
482,Rivne,UA,50.6231,26.2274,25.05,76,28,7.25,scattered clouds
483,Kaabong,UG,3.4836,34.1492,76.03,37,100,23.15,overcast clouds
484,Cap Malheureux,MU,-19.9842,57.6142,77.2,72,1,13.71,clear sky
485,Palmer,US,42.1584,-72.3287,37.85,51,100,13.8,overcast clouds
486,Doha,QA,25.2867,51.5333,84.18,38,0,5.75,clear sky
487,Luziania,BR,-16.2525,-47.9503,65.89,92,62,2.64,broken clouds
488,Savannah Bight,HN,16.45,-85.85,81.95,72,4,16.26,light rain
489,Brae,GB,60.3964,-1.353,47.55,87,100,23.09,light rain
490,Quatre Cocos,MU,-20.2078,57.7625,82.51,63,0,11.3,clear sky
491,Chateaubelair,VC,13.2833,-61.25,77.02,78,17,14.52,light rain
492,Ghanzi,BW,-21.5667,21.7833,84.99,21,0,9.69,clear sky
493,Muravlenko,RU,63.7898,74.523,-11.2,88,16,6.17,few clouds
494,Ozernovskiy,RU,51.5,156.5167,29.37,61,99,25.12,light snow
495,Husavik,IS,66.0449,-17.3389,39.85,71,0,16.82,clear sky
496,Terrace,CA,54.5163,-128.6035,9.23,69,1,2.98,clear sky
497,Praia Da Vitoria,PT,38.7333,-27.0667,57.76,88,75,7.2,broken clouds
498,Waddan,LY,29.1614,16.139,59.67,36,0,3.8,clear sky
499,Sioux Lookout,CA,50.1001,-91.917,10.47,85,100,6.91,overcast clouds
500,Palana,RU,59.1167,159.9667,15.64,90,91,10.49,overcast clouds
501,Zhezkazgan,KZ,47.8043,67.7144,21.18,86,100,4.47,overcast clouds
502,Shirpur,IN,21.35,74.8833,84.81,28,25,5.75,scattered clouds
503,Carthage,TN,36.8611,10.3316,54.93,76,40,5.75,scattered clouds
504,Colares,PT,38.7992,-9.4469,53.33,96,75,13.0,broken clouds
505,Ussuriysk,RU,43.7986,131.9508,10.22,58,99,6.58,overcast clouds
506,Taga,RO,46.95,24.05,30.52,63,83,1.9,broken clouds
507,Ampanihy,MG,-24.7,44.75,85.28,48,85,3.96,light rain
508,Pedro Juan Caballero,PY,-22.5472,-55.7333,64.47,89,37,6.26,scattered clouds
509,Saldanha,ZA,-33.0117,17.9442,77.05,76,51,8.23,broken clouds
510,Honningsvag,NO,70.9821,25.9704,35.35,80,100,13.8,overcast clouds
511,Erdenet,MN,49.0333,104.0833,-4.34,86,0,3.13,clear sky
512,Acurenam,GQ,1.0322,10.6488,74.07,83,87,3.04,overcast clouds
513,Caravelas,BR,-17.7125,-39.2481,72.64,96,100,2.46,overcast clouds
514,Liezen,AT,47.5667,14.2333,40.68,85,100,3.4,overcast clouds
515,Pacific Grove,US,36.6177,-121.9166,47.82,76,0,8.05,clear sky
516,Igrim,RU,63.1906,64.4162,-4.04,97,33,1.95,scattered clouds
517,Batagay-Alyta,RU,67.8006,130.4114,-10.26,96,100,10.51,light snow
518,Manggar,ID,-2.8833,108.2667,82.9,75,100,5.48,overcast clouds
519,Sept-Iles,CA,50.2001,-66.3821,36.05,97,100,15.01,moderate rain
520,Slavonice,CZ,48.9975,15.3515,34.88,88,100,6.13,overcast clouds
521,Balotra,IN,25.8333,72.2333,81.9,16,1,7.11,clear sky
522,Cassilandia,BR,-19.1133,-51.7342,68.88,66,100,4.14,light rain
523,Chapada Dos Guimaraes,BR,-15.4606,-55.7497,71.26,90,100,3.94,overcast clouds
524,Krasnyy Kut,RU,50.95,46.9667,25.27,66,6,6.17,clear sky
525,Taltal,CL,-25.4,-70.4833,61.56,88,23,2.71,few clouds
526,Rio Gallegos,AR,-51.6226,-69.2181,50.05,43,75,5.75,broken clouds
527,Santa Rosa,PH,14.3122,121.1114,88.09,73,97,14.43,overcast clouds
528,Houma,US,29.5958,-90.7195,50.0,67,0,10.36,clear sky
529,Slave Lake,CA,55.2834,-114.769,-7.62,84,100,0.0,light snow
530,Fuquay-Varina,US,35.5843,-78.8,42.31,57,0,11.05,clear sky
531,Leeuwarden,NL,53.2014,5.8086,46.4,95,100,1.14,fog
532,Davidson,US,36.1501,-86.7833,29.32,84,20,3.44,few clouds
533,Port Hardy,CA,50.6996,-127.4199,24.98,80,20,6.91,few clouds
534,Buzmeyin,TM,38.0507,58.2056,40.73,70,100,4.61,overcast clouds
535,Taiyuan,CN,37.8694,112.5603,28.26,17,0,8.95,clear sky
536,Broken Hill,AU,-31.95,141.4333,78.3,22,0,16.69,clear sky
537,Prudentopolis,BR,-25.2131,-50.9778,59.49,100,72,1.3,broken clouds
538,Canon City,US,38.441,-105.2424,48.18,62,0,6.91,clear sky
539,Novoomskiy,RU,54.8415,73.3017,6.82,36,0,8.95,clear sky
540,Magdagachi,RU,53.45,125.8,-13.13,92,22,6.02,few clouds
541,Westport,US,41.1415,-73.3579,40.08,54,0,14.97,clear sky
542,Missoula,US,47.0166,-113.8009,21.09,84,100,1.92,overcast clouds
543,Torbay,CA,47.6666,-52.7314,30.58,91,40,10.36,scattered clouds
544,Karratha,AU,-20.7377,116.8463,89.83,41,4,20.11,light rain
545,Pueblo,US,38.2545,-104.6091,39.69,79,0,8.05,clear sky
546,Sinjai,ID,-5.1241,120.253,83.01,78,93,4.12,overcast clouds
547,Morondava,MG,-20.2833,44.2833,83.88,63,64,8.59,broken clouds
548,Kesinga,IN,20.2,83.2333,84.47,43,0,3.24,clear sky
549,Kolpashevo,RU,58.3131,82.9089,-4.92,86,100,6.08,overcast clouds
550,El Mante,MX,22.7333,-98.9667,59.86,87,100,9.44,overcast clouds
551,Tornio,FI,65.8481,24.1466,28.42,90,100,4.59,overcast clouds
552,Imeni Zhelyabova,RU,58.9544,36.5956,13.41,82,58,2.48,broken clouds
553,Winchester,GB,51.0651,-1.3187,40.68,99,100,3.44,fog
554,Goleniow,PL,53.5639,14.8285,33.96,86,100,3.44,overcast clouds
555,Kombissiri,BF,12.0656,-1.3375,77.18,21,17,6.15,few clouds
556,Saint-Georges,GD,12.0564,-61.7485,75.99,84,19,12.28,light rain
557,Sigli,ID,5.3848,95.9609,83.64,67,54,4.9,broken clouds
558,Mahibadhoo,MV,3.7833,72.9667,81.32,70,5,5.55,clear sky
559,Verkhoyansk,RU,67.5447,133.385,-14.46,99,100,1.92,overcast clouds
560,Itaituba,BR,-4.2761,-55.9836,72.12,99,100,2.44,overcast clouds
561,Harper,LR,4.375,-7.7169,79.68,78,90,3.69,overcast clouds
562,Magadan,RU,59.5667,150.8,20.43,67,100,13.06,snow
563,Sola,VU,-13.8833,167.55,82.71,76,45,13.62,scattered clouds
564,La Roda,ES,39.2167,-2.15,45.91,68,100,6.17,overcast clouds
565,San Rafael,AR,-34.6177,-68.3301,63.84,51,86,2.86,overcast clouds
566,Puerto Escondido,MX,15.85,-97.0667,75.47,84,0,4.29,clear sky
567,Lanxi,CN,29.2195,119.477,35.53,98,100,3.04,overcast clouds
568,Kalmar,SE,56.6616,16.3616,37.96,98,100,3.44,overcast clouds
569,Namibe,AO,-15.1961,12.1522,75.67,67,69,5.5,broken clouds
570,Kropotkin,RU,45.4375,40.5756,42.75,58,28,24.7,scattered clouds
571,Amga,RU,60.8953,131.9608,-17.68,98,100,2.62,overcast clouds
572,Auki,SB,-8.7676,160.7034,78.31,87,99,4.47,light rain
573,Biak,ID,-0.9131,122.8766,81.28,75,100,1.28,overcast clouds
574,Khash,IR,28.2211,61.2158,65.52,17,100,1.36,overcast clouds
575,Moa,CU,20.6569,-74.9403,78.82,72,86,13.94,overcast clouds
576,Marabba,SD,12.35,32.1833,90.28,16,84,15.28,broken clouds
577,Pozo Colorado,PY,-23.4923,-58.7972,72.57,75,100,0.47,overcast clouds
578,Ruteng,ID,-8.6136,120.4721,70.05,82,78,1.92,broken clouds
579,Acarau,BR,-2.8856,-40.12,78.24,77,90,13.09,overcast clouds
580,Hervey Bay,AU,-25.2986,152.8535,64.02,92,100,14.0,overcast clouds
581,Jumla,NP,29.2747,82.1838,64.06,14,3,6.46,clear sky
582,Asau,RO,46.4333,26.4,29.32,80,100,3.49,overcast clouds
583,Polunochnoye,RU,60.8697,60.4153,2.75,93,98,3.67,overcast clouds
584,Panjab,AF,34.388,67.0233,41.83,28,100,2.01,overcast clouds
585,Payo,ID,-3.7508,103.6372,86.97,63,98,3.04,overcast clouds
586,Kimbe,PG,-5.5502,150.1429,80.76,82,100,3.24,overcast clouds
587,Mayo,US,38.8876,-76.5119,41.11,49,0,17.27,clear sky
588,Kedougou,SN,12.5579,-12.1743,77.58,61,0,2.3,clear sky
589,Chenghai,CN,23.4632,116.768,57.11,77,75,8.95,broken clouds
590,Yuma,US,32.7253,-114.6244,50.77,66,0,3.44,clear sky
591,Tigil,RU,57.8,158.6667,11.03,93,79,5.57,broken clouds
592,Boyolangu,ID,-8.1181,111.8935,81.61,68,94,8.34,overcast clouds
593,Kemijarvi,FI,66.7131,27.4306,25.63,97,100,2.26,light snow
594,San Policarpo,PH,12.1791,125.5072,81.97,84,100,14.52,overcast clouds
595,Santa Barbara,US,34.7333,-120.0343,50.31,90,100,0.0,overcast clouds
596,Olavarria,AR,-36.8927,-60.3225,57.69,86,95,12.88,overcast clouds
597,Cotoca,BO,-17.8167,-63.05,71.46,93,94,9.66,overcast clouds
598,Lazarev,RU,52.225,141.5131,-4.83,81,100,9.17,overcast clouds
599,Srivardhan,IN,18.0333,73.0167,85.5,34,57,6.85,broken clouds
600,Mendi,PG,-6.1761,143.6513,59.0,97,100,0.69,overcast clouds
601,Rawatsar,IN,29.2833,74.3833,79.48,13,10,5.32,clear sky
602,Roald,NO,62.5833,6.1333,41.32,93,0,10.36,clear sky
603,Isangel,VU,-19.55,169.2667,80.87,81,81,5.79,broken clouds
604,Bairiki,KI,1.3292,172.9752,82.4,83,20,13.8,few clouds
605,Datong,CN,40.0936,113.2914,18.5,14,0,12.03,clear sky
606,Encruzilhada Do Sul,BR,-30.5439,-52.5219,62.92,98,96,2.68,overcast clouds
607,Van Buren,US,35.4368,-94.3483,34.32,67,0,4.61,clear sky
608,Palauig,PH,15.435,119.9045,86.16,68,50,5.88,scattered clouds
609,Flin Flon,CA,54.7682,-101.865,-8.14,91,100,4.72,overcast clouds
610,Tingo Maria,PE,-9.2895,-76.0088,70.72,97,100,0.45,overcast clouds
611,Umkomaas,ZA,-30.2067,30.7978,78.6,60,91,17.78,overcast clouds
612,Vostok,RU,46.4856,135.8833,-6.92,95,100,8.32,overcast clouds
613,Dongli,CN,23.5656,116.8194,57.18,77,75,8.95,broken clouds
614,Manzhouli,CN,49.6,117.4333,-3.39,88,77,12.8,broken clouds
615,Ulladulla,AU,-35.35,150.4667,63.9,70,88,5.75,overcast clouds
616,Williston,US,48.147,-103.618,14.81,73,100,1.99,overcast clouds
617,Kudahuvadhoo,MV,2.6708,72.8944,80.29,68,16,3.44,few clouds
618,Madang,PG,-5.2246,145.7966,79.99,86,100,4.45,overcast clouds
619,Nisia Floresta,BR,-6.0911,-35.2086,79.61,82,74,5.57,broken clouds
620,Mashhad,IR,36.297,59.6062,42.94,87,100,4.61,mist
621,Sembabule,UG,-0.0772,31.4567,71.64,77,99,2.48,light rain
622,Rio Branco,BR,-9.9747,-67.81,77.61,88,20,4.61,few clouds
623,Kokkola,FI,63.8385,23.1307,29.03,96,100,6.91,overcast clouds
624,Kupino,RU,54.3663,77.2981,1.89,80,10,8.48,clear sky
625,Videira,BR,-27.0083,-51.1517,62.35,98,98,2.51,overcast clouds
626,Muros,ES,42.7762,-9.0603,47.84,91,2,7.78,clear sky
627,Port Hawkesbury,CA,45.6169,-61.3485,50.74,87,100,25.01,overcast clouds
628,Ionia,US,42.9873,-85.0711,27.28,73,100,16.11,overcast clouds
629,Belaya Gora,RU,68.5333,146.4167,-13.83,98,100,5.17,overcast clouds
630,Maniitsoq,GL,65.4167,-52.9,16.3,70,45,21.74,scattered clouds
631,Mayumba,GA,-3.432,10.6554,80.11,79,100,6.06,overcast clouds
632,Ozu,JP,33.5,132.55,49.82,64,100,11.81,overcast clouds
633,Maningrida,AU,-12.0667,134.2667,90.3,38,100,2.66,overcast clouds
634,Jiexiu,CN,37.0244,111.9125,27.34,10,93,6.58,overcast clouds
635,Qom,IR,34.6401,50.8764,59.32,32,73,2.19,broken clouds
636,Dombarovskiy,RU,50.7587,59.5386,9.39,85,11,10.92,few clouds
637,Viedma,AR,-40.8135,-62.9967,51.58,80,0,6.42,clear sky
638,Corowa,AU,-36.0333,146.3833,76.57,57,53,5.95,broken clouds
639,Tazovskiy,RU,67.4667,78.7,-4.23,99,100,8.19,overcast clouds
640,Peniche,PT,39.3558,-9.3811,50.56,95,2,9.66,clear sky
641,Bubaque,GW,11.2833,-15.8333,80.67,54,100,11.25,overcast clouds
642,Sur,OM,22.5667,59.5289,81.9,36,6,7.43,clear sky
643,Lenine,UA,45.2986,35.7771,42.78,70,100,16.11,overcast clouds
644,Pachino,IT,36.7186,15.0907,57.99,66,1,9.42,clear sky
645,Hofn,IS,64.2539,-15.2082,42.82,87,75,5.75,broken clouds
646,Antofagasta,CL,-23.65,-70.4,61.88,83,6,3.78,clear sky
647,Omboue,GA,-1.5746,9.2618,80.67,75,87,4.52,overcast clouds
648,Okmulgee,US,35.6234,-95.9605,33.39,64,0,0.0,clear sky
649,Salinas,US,36.6777,-121.6555,48.24,73,0,8.05,clear sky
650,Sao Domingos,BR,-13.3983,-46.3183,65.95,95,14,2.95,few clouds
651,Praya,CV,14.9215,-23.5087,73.29,68,81,13.33,broken clouds
652,Kjollefjord,NO,70.9457,27.3465,35.65,86,0,11.5,clear sky
653,Huadian,CN,42.9633,126.7478,7.47,69,100,11.9,overcast clouds
654,Sinaloa,MX,25.0,-107.5,58.62,42,0,3.47,clear sky
655,Nagutskoye,RU,44.4415,42.8762,34.02,75,99,22.06,overcast clouds
656,Udachnyy,RU,66.4167,112.4,-13.56,75,100,20.4,overcast clouds
657,Northam,GB,51.0333,-4.2167,40.39,83,18,3.96,few clouds
658,Sabha,LY,27.0377,14.4283,57.87,29,0,2.19,clear sky
659,Te Anau,NZ,-45.4167,167.7167,49.33,61,48,5.37,scattered clouds
660,Bacolod,PH,10.6667,122.95,83.93,75,95,12.28,overcast clouds
661,Tocopilla,CL,-22.092,-70.1979,63.75,76,21,4.88,few clouds
662,Kiama,AU,-34.6833,150.8667,66.58,71,99,5.01,overcast clouds
663,Sumbe,AO,-11.2061,13.8437,79.14,80,98,4.81,overcast clouds
664,Beringovskiy,RU,63.05,179.3167,32.88,93,100,14.63,overcast clouds
665,Vilhena,BR,-12.7406,-60.1458,66.29,96,19,3.87,few clouds
